Ranking,Name,Price,Body Location,Category,Company Name,Company URL,Company Location,Company City,Company US State,Company Country
382,"Polar RS300X Heart Rate Monitor Watch, Black",85.97,"Wrist","Fitness","Polar","http://www.polar.com/","Lake Success, New York, United States","Lake Success","New York","United States"
293,"Mota MT-G2PBR Smartwatch G2 Pro Black Large Bluetooth NFC Voice Activation",87.89,"Wrist","Lifestyle","Mota","https://www.mota.com/","San Jose, California, United States","San Jose","California","United States"
431,"Misfit Wearables Shine Activity and Sleep Monitor Champagne SH0HZ",89.88,"Wrist","Lifestyle","Misfit","http://misfit.com/","Burlingame, California, United States","Burlingame","California","United States"
183,"Samsung Galaxy Gear Smartwatch (Rose Gold)",89.95,"Wrist","Lifestyle","Samsung","http://www.samsung.com/","Seoul, South Korea","Seoul","Non-US","South Korea"
145,"Fitbit One Wireless Activity & Sleep Tracker, Burgundy",89.95,"Waist","Lifestyle","Fitbit","http://www.fitbit.com/","San Francisco, California, United States","San Francisco","California","United States"
222,"Polar S-1 Foot Pod 91027204",89.99,"Feet","Fitness","Polar","http://www.polar.com/","Lake Success, New York, United States","Lake Success","New York","United States"
556,"GoFit GF-WTSLD Power Sled with Harness & Strap",91.99,"Torso","Fitness","Gofit","http://www.gofit.net/","Tulsa, Oklahoma, United States","Tulsa","Oklahoma","United States"
71,"Ematic SmartWatch - Digital - Quartz ...",92.95,"Wrist","Lifestyle","Ematic","http://www.ematic.us/","Los Angeles, California, United States","Los Angeles","California","United States"
234,"Magellan Echo Fitness Watch, Gray MENTW0103SGXNA",93.36,"Wrist","Fitness","Magellan","http://www.magellangps.com/","Taipei, Taiwan","Taipei","Non-US","Taiwan"
217,"Fitbit Flex Wireless Activity & Sleep Tracker Wristband, Slate",94.0,"Wrist","Fitness","Fitbit","http://www.fitbit.com/","San Francisco, California, United States","San Francisco","California","United States"
174,"Fitbit Flex Cordless Activity/Sleep Tracker - Black",94.95,"Wrist","Fitness","Fitbit","http://www.fitbit.com/","San Francisco, California, United States","San Francisco","California","United States"
494,"Ekho FiT-9 Women's Heart Rate Monitor 12-2041",95.12,"Wrist","Medical","Ekho","http://www.ekho.us/","Dallas, Texas, United States","Dallas","Texas","United States"
434,"Mio - Link Sport Wristband Heart Rate Monitor (Large) - Slate",96.99,"Wrist","Medical","Mio","http://www.mioglobal.com/","Vancouver, Canada","Vancouver","Non-US","Canada"
102,"Wearable smart watch phone smart wristwatch smart phone with fitness t China",98.53,"Wrist","Fitness","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
264,"Ematic Smart Watch (Black)",99.0,"Wrist","Lifestyle","Ematic","http://www.ematic.us/","Los Angeles, California, United States","Los Angeles","California","United States"
580,"Runtastic Orbit - Activity tracker - monochrome - Bluetooth",99.0,"Wrist","Lifestyle","Runtastic","https://www.runtastic.com/","Pasching, Austria","Pasching","Non-US","Austria"
370,"Nike+ FuelBand SE - Medium/Large - activity tracker - Bluetooth - 1.1 oz - black, pink foil",99.0,"Wrist","Fitness","Nike","http://www.nike.com/","Beaverton, Oregon, United States","Beaverton","Oregon","United States"
32,"Men's ourCaste 'The Saul - Tech' Waterproof Stretch Jacket Mens Light Grey Size Small",99.0,"Torso","Lifestyle","Ourcaste","http://ourcaste.com/","Newport Beach, California, United States","Newport Beach","California","United States"
121,"Polar G1 GPS Speed and Distance Sensor for FT60 / FT80",99.43,"Arms","Fitness","Polar","http://www.polar.com/","Lake Success, New York, United States","Lake Success","New York","United States"
492,"Golf Buddy Voice GPS Range Finder",99.95,"Wrist","Lifestyle","Golf Buddy","http://www.golfbuddyglobal.com/","La Palma, California, United States","La Palma","California","United States"
387,"Withings Pulse Activity Sleep/Heart Rate Monitor 70011803",99.95,"Chest","Fitness","Withings","http://www.withings.com/","Issy-les-Moulineaux, France","Issy-les-Moulineaux","Non-US","France"
127,"Jawbone UP24 Activity Tracker",99.99,"Wrist","Lifestyle","Jawbone","https://www.jawbone.com/","San Francisco, California, United States","San Francisco","California","United States"
206,"Whistle BK897541 WhistleTM Wireless Activity Monitor for Dogs",99.99,"Neck","Pets and Animals","Whistle","http://www.whistle.com/","San Francisco, California, United States","San Francisco","California","United States"
377,"Striiv Fusion Band",99.99,"Wrist","Lifestyle","Striiv","http://www.striiv.com/","Redwood City, California, United States","Redwood City","California","United States"
482,"Samsung Galaxy Gear Fit - Activity tracker - 1.84'' - Bluetooth - 1 oz - charcoal black",99.99,"Wrist","Lifestyle","Samsung","http://www.samsung.com/","Seoul, South Korea","Seoul","Non-US","South Korea"
100,"Polar FT60F Exercise Watch / Heart Rate Monitor- Black",99.99,"Wrist","Fitness","Polar","http://www.polar.com/","Lake Success, New York, United States","Lake Success","New York","United States"
438,"Pebble Smartwatch with Automatic Lap Counter",99.99,"Wrist","Lifestyle","Pebble","http://www.getpebble.com","Palo Alto, California, United States","Palo Alto","California","United States"
466,"Pebble Smart Watch for iPhone and Android Devices (Black)",99.99,"Wrist","Lifestyle","Pebble","http://www.getpebble.com","Palo Alto, California, United States","Palo Alto","California","United States"
37,"Papago GoLife Care Smart Fit Band (Silver/White)",99.99,"Wrist","Fitness","Papago","http://us.papagoinc.com/","Taipei, Taiwan","Taipei","Non-US","Taiwan"
391,"Misfit Shine Activity Tracker in Silver",99.99,"Wrist","Lifestyle","Misfit","http://misfit.com/","Burlingame, California, United States","Burlingame","California","United States"
116,"Misfit Shine Activity Monitor - Wine",99.99,"Wrist","Fitness","Misfit","http://misfit.com/","Burlingame, California, United States","Burlingame","California","United States"
566,"Jawbone Wristband, persimmon, Medium",99.99,"Wrist","Lifestyle","Jawbone","https://www.jawbone.com/","San Francisco, California, United States","San Francisco","California","United States"
274,"Garmin HRM-Run Heart Rate Monitor Black",99.99,"Chest","Fitness","Garmin","http://www.garmin.com/","Olathe, Kansas, United States","Olathe","Kansas","United States"
457,"Garmin Forerunner 10 GPS Running Watch, Black/Red",99.99,"Wrist","Fitness","Garmin","http://www.garmin.com/","Olathe, Kansas, United States","Olathe","Kansas","United States"
162,"Casio Shock G100-1bv Black Rubber Strap Digital Analog 20 Bar 200m",99.99,"Wrist","Lifestyle","Casio","http://www.casio.com","Tokyo, Japan","Tokyo","Non-US","Japan"
298,"Misfit Wearables Topaz Shine Activity Tracker - SH0GZ",99.99,"Wrist","Fitness","Misfit","http://misfit.com/","Burlingame, California, United States","Burlingame","California","United States"
77,"Jawbone UP24 Bluetooth Activity Tracker - Small - Onyx",99.99,"Wrist","Lifestyle","Jawbone","https://www.jawbone.com/","San Francisco, California, United States","San Francisco","California","United States"
